Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0238737659402682,0.1328828354753033,0.0580699985996224,0.003341767724597,0.1578457903087632,0
0.0070672834666295,0.0003239028519429,0.1392654771101529,0.0484782969910536,0.0761878056567242,0
0.0489881428939287,0.0019738534997906,0.0845181540576129,0.016010803921136,0.0315315367863088,0
-0.0006415782180188,0.0011674743519619,0.0377164076653263,0.022397973570157,0.0731500016666161,1
0.0695461355371523,0.0385595679637029,0.0049654375623431,0.0048350144652351,0.0141347613606966,0
0.0624439846971448,0.0015578112199906,0.0210320199212632,0.0267555328170141,0.0099562118865493,0
0.031224587142424,0.0040087096137436,0.0481902715396174,0.0227295498970323,0.0146795598524249,0
0.0245477289056402,0.000319312065858,0.007431092514837,0.0097805171433416,0.0377435846585849,0
0.0070657237182302,0.0272333023938849,0.0058258446590484,0.0093878779844202,0.0145950757233129,0
0.0024570099142683,0.0016230946521448,0.020365985568797,0.0241362965108018,0.0003285837461724,0
0.0091250910621911,0.0006118624837756,0.0233679890951349,0.0014545672030434,0.0071448539744279,0
0.003996111534272,0.0234604573990843,0.0025633655661278,0.0106612515128493,3.377065563416881e-05,0
0.0047425251320722,-1.3969002906555338e-05,0.022409584246667,0.0066757852695966,0.002302218941903,1
0.0064806145008981,0.0047323392919791,0.0192727869798541,0.0058712108202148,-0.0014284593701675,1
0.0013537394620061,0.0173603937278818,0.0012526655653507,0.0004903578381137,0.012606176312684,0
0.0092355770447999,0.0072387765753843,0.0022706856350506,0.0041140382277284,0.0049199004325955,0
0.0017969300187747,0.0001051321092587,0.0003161086241676,6.476221043372199e-06,0.021758954655493,0
0.0119072456731986,-0.0009340897573493,0.0031457510645825,-0.0015353416590166,0.005257650028411,2
-0.0003581934889001,-0.0006107718560939,0.0021255438593796,0.0001431952661851,0.0007616551141104,2
1.5658154290587588e-05,-0.000563130001887,-6.911679374344004e-06,-0.0008811478288736,1.927960426200137e-05,5
